OUTPUT,iso3c,production_system,food_type,source,Comment,Org,Type,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
COL_FHA_FO..MAR,COL,FHA,FO,MAR,COL_FHA_FO..MAR = COL_FH_FO*COL_FHA_QP..MAR/(COL_FH_QP-COL_FH_CR-COL_FH_OU),Scalar TS,Numeric,20.23994627,15.63316831,16.50262598,9.522548235,5.760792091,4.896149349,5.47695266,6.530078629,10.05405584,10.71978,8.516003772,8.689755594,8.018396937,7.687883623,7.606141368,7.409042211,7.617799421,6.725408279,6.22359334,5.858237768,5.485732584
COL_FHC_FO..INL,COL,FHC,FO,INL,COL_FHC_FO..INL = COL_FH_FO*COL_FHC_QP..INL/(COL_FH_QP-COL_FH_CR-COL_FH_OU),Scalar TS,Numeric,33.57479935,40.91516356,39.04435554,36.29520781,33.74615393,36.57131845,38.19667355,47.8725359,42.91663584,36.75964943,48.33545824,37.14437702,47.27217167,50.12323457,50.76175357,51.34228735,39.30396182,50.04339821,53.31465216,54.14738289,54.93375161
COL_FHC_FO..MAR,COL,FHC,FO,MAR,"COL_FHC_FO..MAR = COL_FH_FO*(COL_FHC_QP..MAR-COL_FH_CR-COL_FH_OU)/(COL_FH_
QP-COL_FH_CR-COL_FH_OU)",Scalar TS,Numeric,95.89131136,102.7238054,92.27056976,106.956775,142.1033635,124.9956969,102.4514708,107.6492286,93.94239932,81.81986485,107.5853748,82.67619401,105.2187047,111.5646189,112.9858386,114.2779944,87.48301179,111.3869186,117.9058892,118.9802002,119.9365343
EGY_FHA_FO..INL,EGY,FHA,FO,INL,EGY_FHA_FO..INL = EGY_FH_FO*EGY_FHA_QP..INL/(EGY_FH_QP-EGY_FH_CR-EGY_FH_OU),Scalar TS,Numeric,1055.668182,1107.570469,1161.352977,1210.092329,1474.027927,1461.388842,1537.170096,1477.372193,1650.799089,1779.406291,1789.819134,1870.283382,1973.644206,2081.161258,2217.363195,2340.733593,2454.64611,2568.772634,2685.320988,2766.09796,2853.325332
EGY_FHA_FO..MAR,EGY,FHA,FO,MAR,EGY_FHA_FO..MAR = EGY_FH_FO*EGY_FHA_QP..MAR/(EGY_FH_QP-EGY_FH_CR-EGY_FH_OU),Scalar TS,Numeric,179.2201947,166.1642894,181.6915556,159.419794,203.4296708,221.7211054,235.994127,342.7262085,398.9305002,392.4509601,377.9507666,381.1969634,382.3716923,379.0177121,389.6396316,394.9345633,395.1679391,398.6868727,401.6611381,405.335585,410.9020395
EGY_FHC_FO..INL,EGY,FHC,FO,INL,EGY_FHC_FO..INL = EGY_FH_FO*EGY_FHC_QP..INL/(EGY_FH_QP-EGY_FH_CR-EGY_FH_OU),Scalar TS,Numeric,354.3137323,326.6247688,316.8487581,312.193821,349.6149658,345.5226957,301.3716826,327.4467396,352.5789505,353.8778865,362.7230756,370.0406105,381.6564212,385.1812475,400.4060662,411.6643065,416.2655749,425.9482042,432.7230646,440.0951042,447.9646113
EGY_FHC_FO..MAR,EGY,FHC,FO,MAR,"EGY_FHC_FO..MAR = EGY_FH_FO*(EGY_FHC_QP..MAR-EGY_FH_CR-EGY_FH_OU)/(EGY_FH_
QP-EGY_FH_CR-EGY_FH_OU)",Scalar TS,Numeric,162.9740841,157.862206,150.6154282,133.091277,159.0270714,147.4659387,134.0927468,137.6054822,137.4334607,141.1226821,141.6347824,141.4523572,142.794294,141.0226425,143.4214575,144.2271502,142.6136941,142.6681069,141.2843019,140.0358166,138.878475
ETH_FHA_FO..INL,ETH,FHA,FO,INL,ETH_FHA_FO..INL = ETH_FH_FO*ANL_FHA_QP..INL/(ANL_FH_QP-ANL_FH_CR-ANL_FH_OU),Scalar TS,Numeric,0.151546013,0.136680516,0.542737639,0.955851652,0.943372672,0.893736127,0.594280909,0.80901273,0.871734256,0.987995604,1.117973856,1.201567831,1.268239095,1.335943775,1.404664537,1.474384432,1.545086888,1.616755695,1.689375,1.762929293,1.8374034
ETH_FHA_FO..MAR,ETH,FHA,FO,MAR,ETH_FHA_FO..MAR = ETH_FH_FO*ANL_FHA_QP..MAR/(ANL_FH_QP-ANL_FH_CR-ANL_FH_OU),Scalar TS,Numeric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH_FHC_FO..INL,ETH,FHC,FO,INL,ETH_FHC_FO..INL = ETH_FH_FO*ANL_FHC_QP..INL/(ANL_FH_QP-ANL_FH_CR-ANL_FH_OU),Scalar TS,Numeric,6.137613507,5.535560917,3.184060816,6.573318282,7.153909433,5.905169947,4.754247272,4.502065955,4.620169766,4.089570266,3.419442713,3.113545925,2.737996099,2.347764345,1.942846897,1.922160445,1.95343128,1.984706991,2.213554275,2.448538182,2.68966
ETH_FHC_FO..MAR,ETH,FHC,FO,MAR,"ETH_FHC_FO..MAR = ETH_FH_FO*(ANL_FHC_QP..MAR-ANL_FH_CR-ANL_FH_OU)/(ANL_FH_
QP-ANL_FH_CR-ANL_FH_OU)",Scalar TS,Numeric,10.49744074,17.40701552,24.2718785,31.81853684,42.08684226,38.72494802,45.99476714,52.03623816,52.63078139,56.46534935,57.66258343,59.99488624,61.41376481,62.84629188,64.29248857,65.35345512,66.36148183,67.36853731,68.17707073,68.97853253,69.7729366
EUE_FHA_FO..INL,EUE,FHA,FO,INL,EUE_FHA_FO..INL = EUE_FH_FO*EUE_FHA_QP..INL/(EUE_FH_QP-EUE_FH_CR-EUE_FH_OU),Scalar TS,Numeric,6.566886408,5.685761868,5.091500788,4.151311994,5.525042035,5.676808291,5.581900103,6.129258234,6.079268762,5.825502022,5.83106022,5.846821532,5.921041813,5.929912461,5.99565336,6.02085059,6.02194314,6.032511683,6.03941426,6.0321853,6.012104736
EUE_FHA_FO..MAR,EUE,FHA,FO,MAR,EUE_FHA_FO..MAR = EUE_FH_FO*EUE_FHA_QP..MAR/(EUE_FH_QP-EUE_FH_CR-EUE_FH_OU),Scalar TS,Numeric,19.5734668,22.56767459,25.52417481,23.02746236,26.89011084,24.32308277,24.49329044,28.03652027,27.80708779,26.18940106,27.20090501,27.68740593,28.58598312,29.42884643,30.53861005,31.17789473,31.68411037,32.10910017,32.38925957,32.47113417,32.48267876
EUE_FHC_FO..INL,EUE,FHC,FO,INL,EUE_FHC_FO..INL = EUE_FH_FO*EUE_FHC_QP..INL/(EUE_FH_QP-EUE_FH_CR-EUE_FH_OU),Scalar TS,Numeric,3.236950993,5.184296986,3.393285247,6.479750655,3.176164717,13.8801629,4.560082602,2.790793127,3.123549942,4.79609763,5.074078038,4.973062477,4.959142172,4.914193063,4.868246212,4.815789347,4.745229294,4.695362936,5.576819578,6.443999823,7.280544511
EUE_FHC_FO..MAR,EUE,FHC,FO,MAR,"EUE_FHC_FO..MAR = EUE_FH_FO*(EUE_FHC_QP..MAR-EUE_FH_CR-EUE_FH_OU)/(EUE_FH_
QP-EUE_FH_CR-EUE_FH_OU)",Scalar TS,Numeric,337.0029736,325.7071605,332.1243676,331.4255864,339.9884377,300.4595779,295.3993964,313.391426,317.8461578,316.4106993,323.41054,314.8525383,313.6208604,312.1886407,308.9229461,305.2479836,300.4312271,296.9301926,293.118676,289.4005891,285.1066324
EUN_FHA_FO..INL,EUN,FHA,FO,INL,EUN_FHA_FO..INL = EUN_FH_FO*EUN_FHA_QP..INL/(EUN_FH_QP-EUN_FH_CR-EUN_FH_OU),Scalar TS,Numeric,587.4095784,552.6552679,545.8547784,572.4785182,545.780579,541.7267897,591.3796739,580.7645166,557.5213383,585.6937589,593.4439456,603.9046625,624.4791187,636.9020534,652.8609899,665.2175169,680.2901369,685.4521629,689.3669037,692.9351955,693.8203321
EUN_FHA_FO..MAR,EUN,FHA,FO,MAR,EUN_FHA_FO..MAR = EUN_FH_FO*EUN_FHA_QP..MAR/(EUN_FH_QP-EUN_FH_CR-EUN_FH_OU),Scalar TS,Numeric,1675.031524,1739.297837,1623.08617,1576.130377,1629.928363,1661.536961,1759.557599,1804.971937,1892.337643,1955.439224,1948.910918,1958.477983,1985.813528,1978.259227,1986.230113,1987.956043,2014.572923,2026.017232,2035.690689,2048.218709,2054.518181
EUN_FHC_FO..INL,EUN,FHC,FO,INL,EUN_FHC_FO..INL = EUN_FH_FO*EUN_FHC_QP..INL/(EUN_FH_QP-EUN_FH_CR-EUN_FH_OU),Scalar TS,Numeric,213.3771088,225.0047756,211.4364658,231.6271342,229.2741415,235.2720926,203.6441074,206.7724165,218.1628077,224.1154087,222.9054514,219.7775596,221.267912,222.2176532,222.4374599,221.8304464,223.8057362,224.0373405,244.0278214,264.0907656,283.5875256
EUN_FHC_FO..MAR,EUN,FHC,FO,MAR,"EUN_FHC_FO..MAR = EUN_FH_FO*(EUN_FHC_QP..MAR-EUN_FH_CR-EUN_FH_OU)/(EUN_FH_
QP-EUN_FH_CR-EUN_FH_OU)",Scalar TS,Numeric,7364.278707,7436.17179,7088.655042,7323.324876,7343.163623,7565.459647,7576.904759,7836.109849,7855.248141,7800.722868,7837.929726,7745.27095,7818.978448,7878.879257,7904.32176,7900.412768,7985.939783,8008.101054,8034.768386,8055.608884,8056.955977
GBR_FHA_FO..INL,GBR,FHA,FO,INL,"GBR_FHA_FO..INL = GBR_FH_FO*GBR_FHA_QP..INL/(GBR_FHA_QP+GBR_FHC_QP-GBR_FH_
CR-GBR_FH_OU)",Scalar TS,Numeric,19.44533713,18.83063091,20.25733219,17.60601142,14.20921149,13.80857098,15.46805709,14.07268307,14.29487437,14.76138013,14.5521639,14.88603794,15.60116066,16.116154,16.64164829,16.98220772,17.22514722,17.42083359,17.57431877,17.65053844,17.63567556
GBR_FHA_FO..MAR,GBR,FHA,FO,MAR,"GBR_FHA_FO..MAR = GBR_FH_FO*GBR_FHA_QP..MAR/(GBR_FHA_QP+GBR_FHC_QP-GBR_FH_
CR-GBR_FH_OU)",Scalar TS,Numeric,281.8962936,297.1160608,291.8366179,303.0903502,251.8118068,258.9122352,267.2464674,275.1088722,244.8487347,248.0417733,243.4212869,248.3857722,259.8264725,268.1415805,276.7627609,282.4764032,286.6453023,290.1029571,292.9738351,294.566247,294.6975953
GBR_FHC_FO..INL,GBR,FHC,FO,INL,"GBR_FHC_FO..INL = GBR_FH_FO*GBR_FHC_QP..INL/(GBR_FHA_QP+GBR_FHC_QP-GBR_FH_
CR-GBR_FH_OU)",Scalar TS,Numeric,3.700852228,3.79832941,3.584011728,3.578316507,0.82764768,0.580861462,0.673018446,0.661213232,1.517215819,0,0,0,0,0,0,0,0,0,1.942182115,3.905509627,5.881217941
GBR_FHC_FO..MAR,GBR,FHC,FO,MAR,"GBR_FHC_FO..MAR = GBR_FH_FO*(GBR_FHC_QP..MAR-GBR_FH_CR-GBR_FH_OU)/(GBR_FHA_
QP+GBR_FHC_QP-GBR_FH_CR-GBR_FH_OU)",Scalar TS,Numeric,910.430599,948.0896979,952.4211362,991.0516758,935.3856021,907.8104773,1021.269879,942.3262845,916.7156981,988.9375446,969.9819802,954.179657,956.3060489,962.2725541,965.1891183,967.0374461,965.6061097,966.0916078,969.1488753,972.471897,974.3217722
IDN_FHA_FO..INL,IDN,FHA,FO,INL,IDN_FHA_FO..INL = IDN_FH_FO*IDN_FHA_QP..INL/(IDN_FH_QP-IDN_FH_CR-IDN_FH_OU),Scalar TS,Numeric,1256.379967,1609.027733,1891.121548,2408.987611,2709.492965,2808.341927,3180.794267,3480.288662,3261.147787,3281.914762,3484.064069,3646.945995,3794.328616,3917.283834,4054.145962,4183.131806,4282.505197,4395.167973,4491.710194,4566.138475,4663.494113
IDN_FHA_FO..MAR,IDN,FHA,FO,MAR,IDN_FHA_FO..MAR = IDN_FH_FO*IDN_FHA_QP..MAR/(IDN_FH_QP-IDN_FH_CR-IDN_FH_OU),Scalar TS,Numeric,778.4894966,812.4978236,775.9106154,1110.687586,1071.306892,1152.140862,1292.970912,1571.451671,1717.092714,1588.011621,1655.92203,1745.760787,1827.433765,1894.217489,1966.996399,2039.342848,2093.606517,2156.657584,2213.348767,2271.569544,2343.125438
IDN_FHC_FO..INL,IDN,FHC,FO,INL,IDN_FHC_FO..INL = IDN_FH_FO*IDN_FHC_QP..INL/(IDN_FH_QP-IDN_FH_CR-IDN_FH_OU),Scalar TS,Numeric,304.6254104,328.3571671,342.3247605,365.981832,398.6334571,431.4749347,395.6843651,395.7253785,467.0351576,411.2269548,410.3556112,407.9523662,411.3786631,416.8065537,418.6036377,421.353324,422.3929967,428.4152525,444.7212918,460.6777487,477.4274435
IDN_FHC_FO..MAR,IDN,FHC,FO,MAR,"IDN_FHC_FO..MAR = IDN_FH_FO*(IDN_FHC_QP..MAR-IDN_FH_CR-IDN_FH_OU)/(IDN_FH_
QP-IDN_FH_CR-IDN_FH_OU)",Scalar TS,Numeric,4424.131872,4785.907082,4738.60107,5034.980615,5310.214666,5635.718037,5535.177285,5732.935368,6078.236811,5651.338045,5637.456865,5603.294991,5650.740976,5726.65241,5751.909912,5790.254755,5805.262593,5888.748363,5935.853329,5975.114205,6021.467296
IND_FHA_FO..INL,IND,FHA,FO,INL,IND_FHA_FO..INL = IND_FH_FO*IND_FHA_QP..INL/(IND_FH_QP-IND_FH_CR-IND_FH_OU),Scalar TS,Numeric,3242.54933,2909.793511,3409.871035,3699.989391,3925.338633,4190.284962,4540.935787,4761.326027,5513.341399,6175.738619,6388.217675,6542.013057,6727.035313,6878.815545,7049.69659,7249.022433,7410.169746,7560.690574,7619.538899,7724.325716,7874.053374
IND_FHA_FO..MAR,IND,FHA,FO,MAR,IND_FHA_FO..MAR = IND_FH_FO*IND_FHA_QP..MAR/(IND_FH_QP-IND_FH_CR-IND_FH_OU),Scalar TS,Numeric,122.1383608,275.8157386,320.4087363,351.8790384,428.4907063,542.9324294,558.0921904,659.7991846,709.1689153,808.1724849,854.4175839,880.1040369,914.8954199,954.1418623,996.0140463,1039.132714,1082.017199,1127.87764,1176.980441,1219.456036,1263.642488
IND_FHC_FO..INL,IND,FHC,FO,INL,IND_FHC_FO..INL = IND_FH_FO*IND_FHC_QP..INL/(IND_FH_QP-IND_FH_CR-IND_FH_OU),Scalar TS,Numeric,1283.520201,920.2180999,1297.037328,1093.481029,1118.716004,1211.29332,1307.912306,1397.47485,1497.160991,1342.507859,1431.728641,1403.38793,1410.143747,1414.201387,1418.454774,1422.969421,1427.018202,1430.945882,1441.262766,1451.99246,1463.198614
IND_FHC_FO..MAR,IND,FHC,FO,MAR,"IND_FHC_FO..MAR = IND_FH_FO*(IND_FHC_QP..MAR-IND_FH_CR-IND_FH_OU)/(IND_FH_
QP-IND_FH_CR-IND_FH_OU)",Scalar TS,Numeric,2253.707122,2205.113101,2400.028202,2443.646776,2560.282253,2461.783259,2430.703953,2524.808365,2185.977352,2416.557442,2638.938764,2564.282008,2578.46611,2587.723984,2597.344175,2607.447461,2616.701513,2625.737142,2625.798082,2626.520632,2628.004391
IRN_FHA_FO..INL,IRN,FHA,FO,INL,IRN_FHA_FO..INL = IRN_FH_FO*IRN_FHA_QP..INL/(IRN_FH_QP-IRN_FH_CR-IRN_FH_OU),Scalar TS,Numeric,229.4520255,243.5002399,280.1910931,301.6439149,300.8869984,326.6425053,362.8201704,348.4034245,341.7561691,341.5124099,363.8134806,371.2525012,348.3381717,354.4724782,356.7988924,380.402752,391.3189083,404.572572,417.8007666,436.3234524,451.2548577
IRN_FHA_FO..MAR,IRN,FHA,FO,MAR,IRN_FHA_FO..MAR = IRN_FH_FO*IRN_FHA_QP..MAR/(IRN_FH_QP-IRN_FH_CR-IRN_FH_OU),Scalar TS,Numeric,6.828526642,8.169058692,9.933231285,12.25189901,22.8494381,20.30877609,31.16523098,44.09120649,64.44110996,65.56329407,61.32096745,54.63275617,54.83369922,55.25107411,55.78603073,53.6887811,51.54657161,49.48301361,48.04031782,46.49315068,45.23609898
IRN_FHC_FO..INL,IRN,FHC,FO,INL,IRN_FHC_FO..INL = IRN_FH_FO*IRN_FHC_QP..INL/(IRN_FH_QP-IRN_FH_CR-IRN_FH_OU),Scalar TS,Numeric,80.69344779,77.27322899,80.89536672,82.95359626,92.33001108,88.25897374,93.80147696,92.60750387,97.57203799,90.81002525,95.62843133,95.79610705,95.09223006,95.13909868,95.51626115,94.62235779,93.72527043,92.4074986,92.68588024,92.9021121,92.67790323
IRN_FHC_FO..MAR,IRN,FHC,FO,MAR,"IRN_FHC_FO..MAR = IRN_FH_FO*(IRN_FHC_QP..MAR-IRN_FH_CR-IRN_FH_OU)/(IRN_FH_
QP-IRN_FH_CR-IRN_FH_OU)",Scalar TS,Numeric,323.3880257,357.1902083,365.5159061,365.2750565,403.2413183,415.1911748,439.7164417,456.2672729,539.048005,528.1445306,568.8177146,585.1783431,596.8173279,613.794352,633.7683064,646.0548161,658.8700073,669.2302964,677.9273981,686.2297209,691.3006678
ISR_FHA_FO..INL,ISR,FHA,FO,INL,"ISR_FHA_FO..INL = ISR_FH_FO*ISR_FHA_QP..INL/(ISR_FHC_QP+ISR_FHA_QP-ISR_FH_
CR-ISR_FH_OU)",Scalar TS,Numeric,129.8264169,142.945,120.9192937,132.1471846,150.8846151,157.9655575,165.1314193,166.3804111,155.1279804,153.6776209,155.6976216,158.2302721,163.9873803,168.9649025,173.7423356,177.4212385,180.5896459,183.5553089,187.5573422,191.5203908,195.0721842
ISR_FHA_FO..MAR,ISR,FHA,FO,MAR,"ISR_FHA_FO..MAR = ISR_FH_FO*ISR_FHA_QP..MAR/(ISR_FHC_QP+ISR_FHA_QP-ISR_FH_
CR-ISR_FH_OU)",Scalar TS,Numeric,14.91421432,17.98,18.67961667,23.61871217,27.1262167,20.54097583,23.7928285,29.32397135,27.3123978,27.11958016,27.47605086,27.9229892,28.93894946,29.81733574,30.66041216,31.30963032,31.86876104,32.39211334,33.09835451,33.79771603,34.4245031
ISR_FHC_FO..INL,ISR,FHC,FO,INL,"ISR_FHC_FO..INL = ISR_FH_FO*ISR_FHC_QP..INL/(ISR_FHC_QP+ISR_FHA_QP-ISR_FH_
CR-ISR_FH_OU)",Scalar TS,Numeric,3.099246488,3.57,6.519337191,2.429073243,4.563701281,4.571730461,3.306224279,10.73868028,10.00202544,9.823977065,9.697429717,9.855172657,10.21374687,10.52376555,10.82132194,11.05045776,11.24779801,11.43251059,11.71032762,11.98692329,12.23892334
ISR_FHC_FO..MAR,ISR,FHC,FO,MAR,"ISR_FHC_FO..MAR = ISR_FH_FO*(ISR_FHC_QP..MAR-ISR_FH_CR-ISR_FH_OU)/(ISR_FHC_
QP+ISR_FHA_QP-ISR_FH_CR-ISR_FH_OU)",Scalar TS,Numeric,15.90364513,12.47,14.44547872,10.29731049,9.70117545,10.74311214,7.501433334,7.500945128,12.04106496,12.00708308,11.8524141,12.04521103,12.4834684,12.86238012,13.22606015,13.50611504,13.74730868,13.9730685,14.24916611,14.52108929,14.76068694
JPN_FHA_FO..INL,JPN,FHA,FO,INL,JPN_FHA_FO..INL = JPN_FH_FO*JPN_FHA_QP..INL/(JPN_FH_QP-JPN_FH_CR-JPN_FH_OU),Scalar TS,Numeric,70.7186671,76.99539799,67.56169934,58.58762752,63.18841658,67.35590526,68.63809437,74.50204954,59.07855077,68.41727695,61.70339809,60.54380029,61.17161624,61.78505134,62.08454193,61.54382126,61.12262455,60.63407933,59.97577111,59.21008955,58.29172486
JPN_FHA_FO..MAR,JPN,FHA,FO,MAR,JPN_FHA_FO..MAR = JPN_FH_FO*JPN_FHA_QP..MAR/(JPN_FH_QP-JPN_FH_CR-JPN_FH_OU),Scalar TS,Numeric,1206.752527,1017.9803,1178.75153,1098.821815,1133.53492,1229.629521,1240.018002,1159.919356,1204.609567,1278.481739,1189.463593,1217.92277,1257.622092,1289.633949,1303.325638,1307.567071,1305.872118,1316.444123,1319.333647,1320.856218,1320.286707
JPN_FHC_FO..INL,JPN,FHC,FO,INL,JPN_FHC_FO..INL = JPN_FH_FO*JPN_FHC_QP..INL/(JPN_FH_QP-JPN_FH_CR-JPN_FH_OU),Scalar TS,Numeric,70.86272595,67.20522089,64.70897613,58.16420774,56.52251978,60.52397645,54.01832336,50.58347728,53.12037258,50.38352876,46.66417441,45.82173129,45.34184689,44.92165728,44.32723157,43.51539836,42.87634337,42.46010803,52.79440177,63.00424614,72.89790488
JPN_FHC_FO..MAR,JPN,FHC,FO,MAR,"JPN_FHC_FO..MAR = JPN_FH_FO*(JPN_FHC_QP..MAR-JPN_FH_CR-JPN_FH_OU)/(JPN_FH_
QP-JPN_FH_CR-JPN_FH_OU)",Scalar TS,Numeric,5426.670778,5404.586199,5294.633174,4997.111007,5031.581073,4736.428306,4431.4116,4559.648143,4351.97051,4411.940652,4392.92898,4303.582792,4257.724265,4212.213703,4150.681861,4067.328766,3996.520529,3954.929608,3925.236109,3892.972332,3848.776082
KAZ_FHA_FO..INL,KAZ,FHA,FO,INL,KAZ_FHA_FO..INL = KAZ_FH_FO*UKR_FHA_QP..INL/(UKR_FH_QP-UKR_FH_CR-UKR_FH_OU),Scalar TS,Numeric,8.459008432,9.350635344,10.605348,8.532739237,11.68030716,13.34106672,16.5476032,12.75703233,14.2481916,15.46091163,13.32488484,13.458686,13.73936171,14.07499676,14.29078248,14.48124507,14.63162063,14.82221771,15.02786149,15.23109245,15.41271262
KAZ_FHA_FO..MAR,KAZ,FHA,FO,MAR,KAZ_FHA_FO..MAR = KAZ_FH_FO*UKR_FHA_QP..MAR/(UKR_FH_QP-UKR_FH_CR-UKR_FH_OU),Scalar TS,Numeric,0.093133287,0.193697289,0.308269587,0.383591598,0.4916818,0.608370655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ_FHC_FO..INL,KAZ,FHC,FO,INL,KAZ_FHC_FO..INL = KAZ_FH_FO*UKR_FHC_QP..INL/(UKR_FH_QP-UKR_FH_CR-UKR_FH_OU),Scalar TS,Numeric,1.735495785,1.855117555,2.431188804,10.69439524,10.18085202,12.61647845,18.31353768,16.47935678,22.79811184,27.48606513,28.13031243,28.41278156,29.00531917,29.71388204,30.16942968,30.57151737,30.88897688,31.2913485,31.82066183,32.34745567,32.8307904
KAZ_FHC_FO..MAR,KAZ,FHC,FO,MAR,"KAZ_FHC_FO..MAR = KAZ_FH_FO*(UKR_FHC_QP..MAR-UKR_FH_CR-UKR_FH_OU)/(UKR_FH_
QP-UKR_FH_CR-UKR_FH_OU)",Scalar TS,Numeric,74.07873992,68.47199183,68.57571994,61.79518285,61.09706794,62.89862669,40.21239196,42.64151376,35.573299,41.22909769,42.19546865,42.61917234,43.50797876,44.57082306,45.25414452,45.85727606,46.33346532,46.93702275,47.4930516,48.03886558,48.51408175
KOR_FHA_FO..INL,KOR,FHA,FO,INL,"KOR_FHA_FO..INL = KOR_FH_FO*KOR_FHA_QP..INL/(KOR_FHC_QP+KOR_FHA_QP-KOR_FH_
CR-KOR_FH_OU)",Scalar TS,Numeric,30.76144563,31.53102231,28.96025901,26.15079724,30.90348766,37.40868846,44.11640166,47.84724085,51.79368774,36.53901957,37.80855625,38.56893519,39.93804555,40.87017654,42.05432234,43.15427713,44.00735281,45.04030046,46.16367043,47.23571193,48.14568095
KOR_FHA_FO..MAR,KOR,FHA,FO,MAR,"KOR_FHA_FO..MAR = KOR_FH_FO*KOR_FHA_QP..MAR/(KOR_FHC_QP+KOR_FHA_QP-KOR_FH_
CR-KOR_FH_OU)",Scalar TS,Numeric,627.2219054,702.2613369,666.4458718,550.5276275,684.180085,712.1724217,816.8916138,934.9432477,963.0983112,917.1024156,950.2488603,953.1534707,967.3296207,970.341839,976.4348791,980.7731979,984.0352938,992.3049707,997.381286,1002.685613,1006.33046
KOR_FHC_FO..INL,KOR,FHC,FO,INL,"KOR_FHC_FO..INL = KOR_FH_FO*KOR_FHC_QP..INL/(KOR_FHC_QP+KOR_FHA_QP-KOR_FH_
CR-KOR_FH_OU)",Scalar TS,Numeric,14.19014017,14.88128797,14.59795864,10.29483293,13.42212554,14.28138409,15.42980767,9.817720244,10.26588212,11.49458013,11.42896199,11.21168227,11.28135678,11.33714452,11.34506957,11.32712063,11.24291434,11.20465443,15.63843153,20.03198353,24.31476275
KOR_FHC_FO..MAR,KOR,FHC,FO,MAR,"KOR_FHC_FO..MAR = KOR_FH_FO*(KOR_FHC_QP..MAR-KOR_FH_CR-KOR_FH_OU)/(KOR_FHC_
QP+KOR_FHA_QP-KOR_FH_CR-KOR_FH_OU)",Scalar TS,Numeric,2136.395059,2125.506098,2059.334783,2004.98432,2021.621882,2089.967115,1957.341362,1874.270692,1875.913621,1899.880242,1885.157711,1847.142011,1860.305362,1875.098589,1878.132948,1876.93564,1864.767743,1860.255017,1854.609274,1846.666527,1832.402992
MEX_FHA_FO..INL,MEX,FHA,FO,INL,MEX_FHA_FO..INL = MEX_FH_FO*MEX_FHA_QP..INL/(MEX_FH_QP-MEX_FH_CR-MEX_FH_OU),Scalar TS,Numeric,16.42538978,20.85884341,38.84333819,46.39891896,97.92673674,78.08878244,91.98027327,81.72520461,76.29293725,74.86111366,82.29644396,90.16492974,95.17385671,93.79567533,96.14973051,97.71324184,103.3309967,103.2586255,98.07701892,97.69591563,97.61035551
MEX_FHA_FO..MAR,MEX,FHA,FO,MAR,MEX_FHA_FO..MAR = MEX_FH_FO*MEX_FHA_QP..MAR/(MEX_FH_QP-MEX_FH_CR-MEX_FH_OU),Scalar TS,Numeric,119.774581,119.8708727,116.850703,85.71632641,128.0492695,176.7381154,178.6888827,196.6248279,192.3641699,192.2544659,201.2699076,224.4669265,241.3723545,239.8128529,251.0287748,263.8801191,285.5780572,299.9362909,300.4152024,317.1010976,325.9103793
MEX_FHC_FO..INL,MEX,FHC,FO,INL,MEX_FHC_FO..INL = MEX_FH_FO*MEX_FHC_QP..INL/(MEX_FH_QP-MEX_FH_CR-MEX_FH_OU),Scalar TS,Numeric,125.5964021,116.0634282,116.5636778,137.1548905,143.9086841,182.3812179,244.2036958,192.297695,243.0432357,213.6431685,223.4100504,220.4208267,225.4677009,233.4083417,235.7048652,237.5227553,233.4533211,233.9309628,242.382686,246.0733828,250.1584972
MEX_FHC_FO..MAR,MEX,FHC,FO,MAR,"MEX_FHC_FO..MAR = MEX_FH_FO*(MEX_FHC_QP..MAR-MEX_FH_CR-MEX_FH_OU)/(MEX_FH_
QP-MEX_FH_CR-MEX_FH_OU)",Scalar TS,Numeric,1168.863277,1042.756417,1115.304456,1283.865656,1413.023695,1408.450928,1432.626213,1361.620126,1422.848202,1397.024007,1389.343792,1359.864828,1381.837552,1418.625592,1421.04894,1419.667756,1393.360146,1396.38926,1421.084659,1417.896833,1416.692229
MYS_FHA_FO..INL,MYS,FHA,FO,INL,MYS_FHA_FO..INL = MYS_FH_FO*MYS_FHA_QP..INL/(MYS_FH_QP-MYS_FH_CR-MYS_FH_OU),Scalar TS,Numeric,173.9312474,135.2050664,191.8077054,163.0647384,139.2874793,135.96517,121.4652888,122.8644713,120.1887045,115.3887068,121.6075039,121.3804826,122.4346715,122.6033815,122.451247,122.1097548,121.3471571,121.1848795,121.1196836,121.1550773,120.8824066
MYS_FHA_FO..MAR,MYS,FHA,FO,MAR,MYS_FHA_FO..MAR = MYS_FH_FO*MYS_FHA_QP..MAR/(MYS_FH_QP-MYS_FH_CR-MYS_FH_OU),Scalar TS,Numeric,243.2942345,181.857211,161.9487592,154.5895513,202.3846217,155.0173879,109.5585464,143.6332724,136.0861544,137.394364,141.5671858,147.9368847,153.7694711,159.0142707,164.8923183,171.805841,177.7556786,184.4975388,190.4035027,194.6615083,198.4736517
